ligand_id,affinity_kcal_per_mol
emap3_Bn-4OCF2H_OCH2CF3,-6.156
emap3_Bn-4OCF2H_OCH2CH2CF2CF3,-6.004
emap3_Bn-4OCF2H_OCH2CH2CF2CH2CH2F,-6.133
emap3_Bn-4OCF2H_OCH2CH2CF2CH2F,-5.563
emap3_Bn-4OCF2H_OCH2CH2CF2H,-5.798
emap3_Bn-4OCF2H_OCH2CH2CF3,-5.830
emap3_Bn-4OCF2H_OCH2CH2CH2CF3,-6.117
emap3_Bn-4OCF2H_OCH2CH2CH2CHF2,-6.123
emap3_Bn-4OCF2H_OCH2CH2CH2F,-6.012
emap3_Bn-4OCF2H_OCH2CH2CHF2,-5.908
emap3_Bn-4OCF2H_OCH2CH2F,-4.737
emap3_Bn-4OCF2H_OCH2CHF2,-6.199
emap3_Bn-4OCF2H_OCH2F,-6.270
emap3_Bn-4OCF2H_OSiMe3,-5.589
emap3_Bn-4OCF2H_PhCH2F,-5.726
emap3_Bn-4OCF2H_nBu,-6.335
emap3_Bn-4OCF2H_nPr,-6.313
emap3_Bn-4OCF2H_tBu,-6.337
emap3_Bn-4OCF2Ph_BnCH2,-6.211
emap3_Bn-4OCF2Ph_CH2CF2CF3,-6.158
emap3_Bn-4OCF2Ph_CH2CF2CH2CF3,-6.173
emap3_Bn-4OCF2Ph_CH2CF2CH2CH2F,-6.640
emap3_Bn-4OCF2Ph_CH2CF2CH2CHF2,-6.026
emap3_Bn-4OCF2Ph_CH2CF2CH2F,-5.844
emap3_Bn-4OCF2Ph_CH2CF2H,-5.240
emap3_Bn-4OCF2Ph_CH2CF3,-6.048
emap3_Bn-4OCF2Ph_CH2CH2CF2CF3,-7.470
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CF3,-7.471
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CH2CF3,-6.839
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CH2CHF2,-6.348
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CH2F,-6.029
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CHF2,-7.192
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2F,-6.239
emap3_Bn-4OCF2Ph_CH2CH2CF2CH3,-6.116
emap3_Bn-4OCF2Ph_CH2CH2CF2H,-6.774
emap3_Bn-4OCF2Ph_CH2CH2CF3,-6.604
emap3_Bn-4OCF2Ph_CH2CH2CH2CF2CF3,-6.992
emap3_Bn-4OCF2Ph_CH2CH2CH2CF3,-6.218
emap3_Bn-4OCF2Ph_CH2CH2CH2CHF2,-6.760
emap3_Bn-4OCF2Ph_CH2CH2CH2F,-6.068
emap3_Bn-4OCF2Ph_CH2CH2CHF2,-6.982
emap3_Bn-4OCF2Ph_CH2CH2F,-5.054
emap3_Bn-4OCF2Ph_CH2CH2SiMe3,-5.056
emap3_Bn-4OCF2Ph_CH2CHF2,-5.352
emap3_Bn-4OCF2Ph_CH2F,-5.273
emap3_Bn-4OCF2Ph_CH2SiEt3,-6.425
emap3_Bn-4OCF2Ph_CH2SiMe3,-6.416
emap3_Bn-4OCF2Ph_Et,-6.511
emap3_Bn-4OCF2Ph_Me,-5.136
emap3_Bn-4OCF2Ph_OCH2CF2CF3,-6.962
emap3_Bn-4OCF2Ph_OCH2CF2CH2CH2F,-6.504
emap3_Bn-4OCF2Ph_OCH2CF2CH2F,-6.708
emap3_Bn-4OCF2Ph_OCH2CF2CH3,-6.827
emap3_Bn-4OCF2Ph_OCH2CF2H,-6.373
emap3_Bn-4OCF2Ph_OCH2CF3,-7.003
emap3_Bn-4OCF2Ph_OCH2CH2CF2CF3,-6.077
emap3_Bn-4OCF2Ph_OCH2CH2CF2CH2CH2F,-5.141
emap3_Bn-4OCF2Ph_OCH2CH2CF2CH2F,-5.952
emap3_Bn-4OCF2Ph_OCH2CH2CF2H,-6.483
emap3_Bn-4OCF2Ph_OCH2CH2CF3,-6.606
emap3_Bn-4OCF2Ph_OCH2CH2CH2CF3,-6.787
emap3_Bn-4OCF2Ph_OCH2CH2CH2CHF2,-3.913
emap3_Bn-4OCF2Ph_OCH2CH2CH2F,-6.526
emap3_Bn-4OCF2Ph_OCH2CH2CHF2,-6.637
emap3_Bn-4OCF2Ph_OCH2CH2F,-6.649
emap3_Bn-4OCF2Ph_OCH2CHF2,-6.468
emap3_Bn-4OCF2Ph_OCH2F,-7.018
emap3_Bn-4OCF2Ph_OSiMe3,-6.039
emap3_Bn-4OCF2Ph_PhCH2F,-6.908
emap3_Bn-4OCF2Ph_nBu,-6.693
emap3_Bn-4OCF2Ph_nPr,-6.765
emap3_Bn-4OCF2Ph_tBu,-6.008
emap3_Bn-4OCF3_BnCH2,-6.604
emap3_Bn-4OCF3_CH2CF2CF3,-6.362
emap3_Bn-4OCF3_CH2CF2CH2CF3,-6.326
emap3_Bn-4OCF3_CH2CF2CH2CH2F,-6.289
emap3_Bn-4OCF3_CH2CF2CH2CHF2,-6.520
emap3_Bn-4OCF3_CH2CF2CH2F,-6.350
emap3_Bn-4OCF3_CH2CF2H,-6.671
emap3_Bn-4OCF3_CH2CF3,-6.728
emap3_Bn-4OCF3_CH2CH2CF2CF3,-6.429
emap3_Bn-4OCF3_CH2CH2CF2CH2CF3,-6.468
emap3_Bn-4OCF3_CH2CH2CF2CH2CH2CF3,-5.802
emap3_Bn-4OCF3_CH2CH2CF2CH2CH2CHF2,-6.601
emap3_Bn-4OCF3_CH2CH2CF2CH2CH2F,-6.355
emap3_Bn-4OCF3_CH2CH2CF2CH2CHF2,-6.411
emap3_Bn-4OCF3_CH2CH2CF2CH2F,-6.306
emap3_Bn-4OCF3_CH2CH2CF2CH3,-6.454
emap3_Bn-4OCF3_CH2CH2CF2H,-6.462
emap3_Bn-4OCF3_CH2CH2CF3,-6.611
emap3_Bn-4OCF3_CH2CH2CH2CF2CF3,-6.047
emap3_Bn-4OCF3_CH2CH2CH2CF3,-6.241
emap3_Bn-4OCF3_CH2CH2CH2CHF2,-6.195
emap3_Bn-4OCF3_CH2CH2CH2F,-6.263
emap3_Bn-4OCF3_CH2CH2CHF2,-6.433
emap3_Bn-4OCF3_CH2CH2F,-6.398
emap3_Bn-4OCF3_CH2CH2SiMe3,-6.329
emap3_Bn-4OCF3_CH2CHF2,-6.579
emap3_Bn-4OCF3_CH2F,-6.324
emap3_Bn-4OCF3_CH2SiEt3,-6.011
emap3_Bn-4OCF3_CH2SiMe3,-6.086
emap3_Bn-4OCF3_Et,-6.426
emap3_Bn-4OCF3_Me,-5.731
emap3_Bn-4OCF3_OCH2CF2CF3,-6.461
emap3_Bn-4OCF3_OCH2CF2CH2CH2F,-5.796
emap3_Bn-4OCF3_OCH2CF2CH2F,-6.388
emap3_Bn-4OCF3_OCH2CF2CH3,-6.280
emap3_Bn-4OCF3_OCH2CF2H,-6.208
emap3_Bn-4OCF3_OCH2CF3,-6.469
emap3_Bn-4OCF3_OCH2CH2CF2CF3,-5.867
emap3_Bn-4OCF3_OCH2CH2CF2CH2CH2F,-6.386
emap3_Bn-4OCF3_OCH2CH2CF2CH2F,-6.378
emap3_Bn-4OCF3_OCH2CH2CF2H,-6.452
emap3_Bn-4OCF3_OCH2CH2CF3,-5.772
emap3_Bn-4OCF3_OCH2CH2CH2CF3,-5.810
emap3_Bn-4OCF3_OCH2CH2CH2CHF2,-6.499
emap3_Bn-4OCF3_OCH2CH2CH2F,-6.108
emap3_Bn-4OCF3_OCH2CH2CHF2,-6.388
emap3_Bn-4OCF3_OCH2CH2F,-6.156
emap3_Bn-4OCF3_OCH2CHF2,-6.302
emap3_Bn-4OCF3_OCH2F,-6.460
emap3_Bn-4OCF3_OSiMe3,-6.064
emap3_Bn-4OCF3_PhCH2F,-6.172
emap3_Bn-4OCF3_nBu,-6.294
emap3_Bn-4OCF3_nPr,-6.387
emap3_Bn-4OCF3_tBu,-6.817
emap3_Bn-4OCHF2_BnCH2,-6.295
emap3_Bn-4OCHF2_CH2CF2CF3,-5.861
emap3_Bn-4OCHF2_CH2CF2CH2CF3,-6.398
emap3_Bn-4OCHF2_CH2CF2CH2CH2F,-5.858
emap3_Bn-4OCHF2_CH2CF2CH2CHF2,-6.112
emap3_Bn-4OCHF2_CH2CF2CH2F,-4.862
emap3_Bn-4OCHF2_CH2CF2H,-6.407
emap3_Bn-4OCHF2_CH2CF3,-6.542
emap3_Bn-4OCHF2_CH2CH2CF2CF3,-6.395
emap3_Bn-4OCHF2_CH2CH2CF2CH2CF3,-6.365
emap3_Bn-4OCHF2_CH2CH2CF2CH2CH2CF3,-6.456
emap3_Bn-4OCHF2_CH2CH2CF2CH2CH2CHF2,-6.364
emap3_Bn-4OCHF2_CH2CH2CF2CH2CH2F,-5.988
emap3_Bn-4OCHF2_CH2CH2CF2CH2CHF2,-6.147
emap3_Bn-4OCHF2_CH2CH2CF2CH2F,-6.036
emap3_Bn-4OCHF2_CH2CH2CF2CH3,-4.848
emap3_Bn-4OCHF2_CH2CH2CF2H,-5.016
emap3_Bn-4OCHF2_CH2CH2CF3,-6.276
emap3_Bn-4OCHF2_CH2CH2CH2CF2CF3,-6.218
emap3_Bn-4OCHF2_CH2CH2CH2CF3,-6.161
emap3_Bn-4OCHF2_CH2CH2CH2CHF2,-5.849
emap3_Bn-4OCHF2_CH2CH2CH2F,-6.264
emap3_Bn-4OCHF2_CH2CH2CHF2,-4.949
emap3_Bn-4OCHF2_CH2CH2F,-6.165
emap3_Bn-4OCHF2_CH2CH2SiMe3,-5.596
emap3_Bn-4OCHF2_CH2CHF2,-4.917
emap3_Bn-4OCHF2_CH2F,-4.905
emap3_Bn-4OCHF2_CH2SiEt3,-5.391
emap3_Bn-4OCHF2_CH2SiMe3,-5.700
emap3_Bn-4OCHF2_Et,-6.029
emap3_Bn-4OCHF2_Me,-4.811
emap3_Bn-4OCHF2_OCH2CF2CF3,-5.582
emap3_Bn-4OCHF2_OCH2CF2CH2CH2F,-6.147
emap3_Bn-4OCHF2_OCH2CF2CH2F,-6.003
emap3_Bn-4OCHF2_OCH2CF2CH3,-6.133
emap3_Bn-4OCHF2_OCH2CF2H,-6.091
emap3_Bn-4OCHF2_OCH2CF3,-5.639
emap3_Bn-4OCHF2_OCH2CH2CF2CF3,-5.716
emap3_Bn-4OCHF2_OCH2CH2CF2CH2CH2F,-6.137
emap3_Bn-4OCHF2_OCH2CH2CF2CH2F,-6.044
emap3_Bn-4OCHF2_OCH2CH2CF2H,-5.567
emap3_Bn-4OCHF2_OCH2CH2CF3,-6.192
emap3_Bn-4OCHF2_OCH2CH2CH2CF3,-6.101
emap3_Bn-4OCHF2_OCH2CH2CH2CHF2,-6.249
emap3_Bn-4OCHF2_OCH2CH2CH2F,-5.985
emap3_Bn-4OCHF2_OCH2CH2CHF2,-6.107
emap3_Bn-4OCHF2_OCH2CH2F,-4.594
emap3_Bn-4OCHF2_OCH2CHF2,-6.054
emap3_Bn-4OCHF2_OCH2F,-6.127
emap3_Bn-4OCHF2_OSiMe3,-5.906
emap3_Bn-4OCHF2_PhCH2F,-5.575
emap3_Bn-4OCHF2_nBu,-6.311
emap3_Bn-4OCHF2_nPr,-6.378
emap3_Bn-4OCHF2_tBu,-6.410
emap3_Bn-4OMe_BnCH2,-5.851
emap3_Bn-4OMe_CH2CF2CF3,-6.336
emap3_Bn-4OMe_CH2CF2CH2CF3,-6.316
emap3_Bn-4OMe_CH2CF2CH2CH2F,-5.081
emap3_Bn-4OMe_CH2CF2CH2CHF2,-5.439
emap3_Bn-4OMe_CH2CF2CH2F,-5.387
emap3_Bn-4OMe_CH2CF2H,-5.754
emap3_Bn-4OMe_CH2CF3,-5.652
emap3_Bn-4OMe_CH2CH2CF2CF3,-6.365
emap3_Bn-4OMe_CH2CH2CF2CH2CF3,-6.386
emap3_Bn-4OMe_CH2CH2CF2CH2CH2CF3,-5.871
emap3_Bn-4OMe_CH2CH2CF2CH2CH2CHF2,-6.080
emap3_Bn-4OMe_CH2CH2CF2CH2CH2F,-5.298
emap3_Bn-4OMe_CH2CH2CF2CH2CHF2,-5.671
emap3_Bn-4OMe_CH2CH2CF2CH2F,-5.464
emap3_Bn-4OMe_CH2CH2CF2CH3,-6.204
emap3_Bn-4OMe_CH2CH2CF2H,-6.015
emap3_Bn-4OMe_CH2CH2CF3,-5.672
emap3_Bn-4OMe_CH2CH2CH2CF2CF3,-5.889
emap3_Bn-4OMe_CH2CH2CH2CF3,-5.900
emap3_Bn-4OMe_CH2CH2CH2CHF2,-5.778
emap3_Bn-4OMe_CH2CH2CH2F,-6.065
emap3_Bn-4OMe_CH2CH2CHF2,-6.300
emap3_Bn-4OMe_CH2CH2F,-5.817
emap3_Bn-4OMe_CH2CH2SiMe3,-5.806
emap3_Bn-4OMe_CH2CHF2,-5.197
emap3_Bn-4OMe_CH2F,-6.140
emap3_Bn-4OMe_CH2SiEt3,-5.302
emap3_Bn-4OMe_CH2SiMe3,-5.468
emap3_Bn-4OMe_Et,-6.114
emap3_Bn-4OMe_Me,-5.989
emap3_Bn-4OMe_OCH2CF2CF3,-5.796
emap3_Bn-4OMe_OCH2CF2CH2CH2F,-5.781
emap3_Bn-4OMe_OCH2CF2CH2F,-5.403
emap3_Bn-4OMe_OCH2CF2CH3,-5.396
emap3_Bn-4OMe_OCH2CF2H,-5.523
emap3_Bn-4OMe_OCH2CF3,-6.298
emap3_Bn-4OMe_OCH2CH2CF2CF3,-5.881
emap3_Bn-4OMe_OCH2CH2CF2CH2CH2F,-5.936
emap3_Bn-4OMe_OCH2CH2CF2CH2F,-6.097
emap3_Bn-4OMe_OCH2CH2CF2H,-5.368
emap3_Bn-4OMe_OCH2CH2CF3,-6.272
emap3_Bn-4OMe_OCH2CH2CH2CF3,-5.044
emap3_Bn-4OMe_OCH2CH2CH2CHF2,-6.077
emap3_Bn-4OMe_OCH2CH2CH2F,-5.348
emap3_Bn-4OMe_OCH2CH2CHF2,-5.799
emap3_Bn-4OMe_OCH2CH2F,-6.031
emap3_Bn-4OMe_OCH2CHF2,-5.820
emap3_Bn-4OMe_OCH2F,-5.845
emap3_Bn-4OMe_OSiMe3,-5.350
emap3_Bn-4OMe_PhCH2F,-5.986
emap3_Bn-4OMe_nBu,-6.152
emap3_Bn-4OMe_nPr,-5.933
emap3_Bn-4OMe_tBu,-5.617
emap3_Bn-4SF5_BnCH2,-6.739
emap3_Bn-4SF5_CH2CF2CF3,-6.684
emap3_Bn-4SF5_CH2CF2CH2CF3,-6.714
emap3_Bn-4SF5_CH2CF2CH2CH2F,-7.393
emap3_Bn-4SF5_CH2CF2CH2CHF2,-6.950
emap3_Bn-4SF5_CH2CF2CH2F,-7.109
emap3_Bn-4SF5_CH2CF2H,-7.161
emap3_Bn-4SF5_CH2CF3,-7.941
emap3_Bn-4SF5_CH2CH2CF2CF3,-8.509
emap3_Bn-4SF5_CH2CH2CF2CH2CF3,-8.387
emap3_Bn-4SF5_CH2CH2CF2CH2CH2CF3,-7.507
emap3_Bn-4SF5_CH2CH2CF2CH2CH2CHF2,-6.998
emap3_Bn-4SF5_CH2CH2CF2CH2CH2F,-7.083
emap3_Bn-4SF5_CH2CH2CF2CH2CHF2,-7.509
emap3_Bn-4SF5_CH2CH2CF2CH2F,-6.801
emap3_Bn-4SF5_CH2CH2CF2CH3,-7.673
emap3_Bn-4SF5_CH2CH2CF2H,-8.232
emap3_Bn-4SF5_CH2CH2CF3,-7.054
emap3_Bn-4SF5_CH2CH2CH2CF2CF3,-6.334
emap3_Bn-4SF5_CH2CH2CH2CF3,-7.411
emap3_Bn-4SF5_CH2CH2CH2CHF2,-7.190
emap3_Bn-4SF5_CH2CH2CH2F,-7.319
emap3_Bn-4SF5_CH2CH2CHF2,-8.249
emap3_Bn-4SF5_CH2CH2F,-7.680
emap3_Bn-4SF5_CH2CH2SiMe3,-7.160
emap3_Bn-4SF5_CH2CHF2,-7.144
emap3_Bn-4SF5_CH2F,-7.301
emap3_Bn-4SF5_CH2SiEt3,-6.722
emap3_Bn-4SF5_CH2SiMe3,-6.450
emap3_Bn-4SF5_Et,-7.206
emap3_Bn-4SF5_Me,-7.271
emap3_Bn-4SF5_OCH2CF2CF3,-7.664
emap3_Bn-4SF5_OCH2CF2CH2CH2F,-6.053
emap3_Bn-4SF5_OCH2CF2CH2F,-7.517
emap3_Bn-4SF5_OCH2CF2CH3,-7.619
emap3_Bn-4SF5_OCH2CF2H,-7.532
emap3_Bn-4SF5_OCH2CF3,-8.178
emap3_Bn-4SF5_OCH2CH2CF2CF3,-7.011
emap3_Bn-4SF5_OCH2CH2CF2CH2CH2F,-6.711
emap3_Bn-4SF5_OCH2CH2CF2CH2F,-6.389
emap3_Bn-4SF5_OCH2CH2CF2H,-6.863
emap3_Bn-4SF5_OCH2CH2CF3,-6.868
emap3_Bn-4SF5_OCH2CH2CH2CF3,-6.585
emap3_Bn-4SF5_OCH2CH2CH2CHF2,-6.073
emap3_Bn-4SF5_OCH2CH2CH2F,-6.739
emap3_Bn-4SF5_OCH2CH2CHF2,-6.997
emap3_Bn-4SF5_OCH2CH2F,-7.919
emap3_Bn-4SF5_OCH2CHF2,-7.531
emap3_Bn-4SF5_OCH2F,-7.568
emap3_Bn-4SF5_OSiMe3,-7.115
emap3_Bn-4SF5_PhCH2F,-6.261
emap3_Bn-4SF5_nBu,-6.876
emap3_Bn-4SF5_nPr,-6.635
emap3_Bn-4SF5_tBu,-7.124
emap3_Bn-4iPr_BnCH2,-6.126
emap3_Bn-4iPr_CH2CF2CF3,-5.561
emap3_Bn-4iPr_CH2CF2CH2CF3,-5.266
emap3_Bn-4iPr_CH2CF2CH2CH2F,-6.472
emap3_Bn-4iPr_CH2CF2CH2CHF2,-4.914
emap3_Bn-4iPr_CH2CF2CH2F,-4.922
emap3_Bn-4iPr_CH2CF2H,-5.966
emap3_Bn-4iPr_CH2CF3,-5.300
emap3_Bn-4iPr_CH2CH2CF2CF3,-6.769
emap3_Bn-4iPr_CH2CH2CF2CH2CF3,-6.750
emap3_Bn-4iPr_CH2CH2CF2CH2CH2CF3,-5.624
emap3_Bn-4iPr_CH2CH2CF2CH2CH2CHF2,-6.546
emap3_Bn-4iPr_CH2CH2CF2CH2CH2F,-6.361
emap3_Bn-4iPr_CH2CH2CF2CH2CHF2,-5.366
emap3_Bn-4iPr_CH2CH2CF2CH2F,-6.449
emap3_Bn-4iPr_CH2CH2CF2CH3,-6.556
emap3_Bn-4iPr_CH2CH2CF2H,-6.720
emap3_Bn-4iPr_CH2CH2CF3,-5.208
emap3_Bn-4iPr_CH2CH2CH2CF2CF3,-5.578
emap3_Bn-4iPr_CH2CH2CH2CF3,-5.441
emap3_Bn-4iPr_CH2CH2CH2CHF2,-6.627
emap3_Bn-4iPr_CH2CH2CH2F,-5.144
emap3_Bn-4iPr_CH2CH2CHF2,-6.756
emap3_Bn-4iPr_CH2CH2F,-4.797
emap3_Bn-4iPr_CH2CH2SiMe3,-4.824
emap3_Bn-4iPr_CH2CHF2,-5.922
emap3_Bn-4iPr_CH2F,-5.739
emap3_Bn-4iPr_CH2SiEt3,-5.121
emap3_Bn-4iPr_CH2SiMe3,-4.768
emap3_Bn-4iPr_Et,-5.746
emap3_Bn-4iPr_Me,-5.683
emap3_Bn-4iPr_OCH2CF2CF3,-5.676
emap3_Bn-4iPr_OCH2CF2CH2CH2F,-5.510
emap3_Bn-4iPr_OCH2CF2CH2F,-4.926
emap3_Bn-4iPr_OCH2CF2CH3,-5.389
emap3_Bn-4iPr_OCH2CF2H,-6.625
emap3_Bn-4iPr_OCH2CF3,-5.530
emap3_Bn-4iPr_OCH2CH2CF2CF3,-5.821
emap3_Bn-4iPr_OCH2CH2CF2CH2CH2F,-5.135
emap3_Bn-4iPr_OCH2CH2CF2CH2F,-5.126
emap3_Bn-4iPr_OCH2CH2CF2H,-6.655
emap3_Bn-4iPr_OCH2CH2CF3,-5.362
emap3_Bn-4iPr_OCH2CH2CH2CF3,-5.658
emap3_Bn-4iPr_OCH2CH2CH2CHF2,-5.296
emap3_Bn-4iPr_OCH2CH2CH2F,-4.700
emap3_Bn-4iPr_OCH2CH2CHF2,-5.041
emap3_Bn-4iPr_OCH2CH2F,-5.431
emap3_Bn-4iPr_OCH2CHF2,-5.254
emap3_Bn-4iPr_OCH2F,-4.775
emap3_Bn-4iPr_OSiMe3,-4.707
emap3_Bn-4iPr_PhCH2F,-6.797
emap3_Bn-4iPr_nBu,-4.692
emap3_Bn-4iPr_nPr,-4.896
emap3_Bn-4iPr_tBu,-5.022
emap3_Bn_BnCH2,-6.999
emap3_Bn_CH2CF2CF3,-6.633
emap3_Bn_CH2CF2CH2CF3,-6.169
emap3_Bn_CH2CF2CH2CH2F,-5.882
emap3_Bn_CH2CF2CH2CHF2,-6.178
emap3_Bn_CH2CF2CH2F,-6.000
emap3_Bn_CH2CF2H,-5.978
emap3_Bn_CH2CF3,-4.945
emap3_Bn_CH2CH2CF2CF3,-6.637
emap3_Bn_CH2CH2CF2CH2CF3,-6.594
emap3_Bn_CH2CH2CF2CH2CH2CF3,-6.649
emap3_Bn_CH2CH2CF2CH2CH2CHF2,-6.399
emap3_Bn_CH2CH2CF2CH2CH2F,-6.344
emap3_Bn_CH2CH2CF2CH2CHF2,-6.482
emap3_Bn_CH2CH2CF2CH2F,-5.870
emap3_Bn_CH2CH2CF2CH3,-6.193
emap3_Bn_CH2CH2CF2H,-6.315
emap3_Bn_CH2CH2CF3,-6.139
emap3_Bn_CH2CH2CH2CF2CF3,-5.544
emap3_Bn_CH2CH2CH2CF3,-6.333
emap3_Bn_CH2CH2CH2CHF2,-5.986
emap3_Bn_CH2CH2CH2F,-5.943
emap3_Bn_CH2CH2CHF2,-6.306
emap3_Bn_CH2CH2F,-6.005
emap3_Bn_CH2CH2SiMe3,-6.292
emap3_Bn_CH2CHF2,-6.184
emap3_Bn_CH2F,-4.876
emap3_Bn_CH2SiEt3,-5.706
emap3_Bn_CH2SiMe3,-6.230
emap3_Bn_Et,-4.910
emap3_Bn_Me,-6.307
emap3_Bn_OCH2CF2CF3,-5.517
emap3_Bn_OCH2CF2CH2CH2F,-6.100
emap3_Bn_OCH2CF2CH2F,-5.785
emap3_Bn_OCH2CF2CH3,-6.039
emap3_Bn_OCH2CF2H,-6.091
emap3_Bn_OCH2CF3,-6.627
emap3_Bn_OCH2CH2CF2CF3,-5.300
emap3_Bn_OCH2CH2CF2CH2CH2F,-5.641
emap3_Bn_OCH2CH2CF2CH2F,-6.029
emap3_Bn_OCH2CH2CF2H,-6.210
emap3_Bn_OCH2CH2CF3,-5.756
emap3_Bn_OCH2CH2CH2CF3,-6.020
emap3_Bn_OCH2CH2CH2CHF2,-5.730
emap3_Bn_OCH2CH2CH2F,-6.128
emap3_Bn_OCH2CH2CHF2,-6.003
emap3_Bn_OCH2CH2F,-5.901
emap3_Bn_OCH2CHF2,-5.961
emap3_Bn_OCH2F,-5.849
emap3_Bn_OSiMe3,-6.101
emap3_Bn_PhCH2F,-6.490
emap3_Bn_nBu,-5.989
emap3_Bn_nPr,-5.994
emap3_Bn_tBu,-6.194
