round,ligand_id,smiles,MW,cLogP,logD7.4,logD7.4_est,TPSA,HBD,HBA,RotB,logS_ESOL_est,efflux_risk_0to2,E_dock,CNS_MPO_TE2052,Ki_note
R3,emap3_Bn-4iPr_BnCH2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C,533.676,5.789,,5.180,73.020,0,4,9,-6.202,2,-6.126,2.400,
R3,emap3_Bn-4iPr_PhCH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF,537.639,5.891,,5.282,73.020,0,4,9,-6.291,2,-6.797,2.400,
R3,emap3_Bn-4iPr_OCH2CF2H,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,509.557,4.629,,3.943,82.250,0,5,10,-5.255,1,-6.625,3.600,
R3,emap3_Bn-4iPr_OCH2CH2CF2H,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,523.584,4.671,,3.986,82.250,0,5,11,-5.303,1,-6.655,3.600,
R3,emap3_Bn-4iPr_CH2CF2H,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,479.531,4.827,,4.219,73.020,0,4,8,-5.326,1,-5.966,3.600,
R3,emap3_Bn-4iPr_CH2CH2CF2H,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,493.558,4.697,,4.089,73.020,0,4,9,-5.265,1,-6.720,3.600,
R3,emap3_Bn-4iPr_OCH2CH2CH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F,537.611,5.061,,4.376,82.250,0,5,12,-5.570,1,-5.296,3.000,
R3,emap3_Bn-4iPr_CH2CH2CF2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,543.565,5.333,,4.724,73.020,0,4,9,-5.976,2,-6.769,2.400,
R3,emap3_Bn-4iPr_CH2CF2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,529.538,5.463,,4.854,73.020,0,4,8,-6.037,2,-5.561,2.400,
R3,emap3_Bn-4iPr_CH2CH2CH2CF2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F,557.592,5.723,,5.114,73.020,0,4,10,-6.242,2,-5.578,1.800,
R3,emap3_Bn-4iPr_CH2CH2CF2CH3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C,489.595,4.790,,4.182,73.020,0,4,9,-5.299,1,-6.556,3.600,
R3,emap3_Bn-4iPr_OCH2CF2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F,559.564,5.264,,4.579,82.250,0,5,10,-5.966,2,-5.676,1.800,
R3,emap3_Bn-4iPr_OCH2CF2CH3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C,505.594,4.722,,4.036,82.250,0,5,10,-5.289,1,-5.389,3.000,
R3,emap3_Bn-4iPr_OCH2CH2CF2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F,573.591,5.307,,4.621,82.250,0,5,11,-6.013,2,-5.821,1.800,
R3,emap3_Bn-4iPr_CH2CF2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF,493.558,4.870,,4.261,73.020,0,4,9,-5.374,1,-4.922,3.600,
R3,emap3_Bn-4iPr_CH2CH2CF2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF,507.585,4.740,,4.131,73.020,0,4,10,-5.313,1,-6.449,3.000,
R3,emap3_Bn-4iPr_OCH2CF2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF,523.584,4.671,,3.986,82.250,0,5,11,-5.303,1,-4.926,3.600,
R3,emap3_Bn-4iPr_CH2CH2CF2CH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F,525.575,5.035,,4.427,73.020,0,4,10,-5.611,1,-5.366,3.000,
R3,emap3_Bn-4iPr_CH2CH2CF2CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,543.565,5.333,,4.724,73.020,0,4,9,-5.976,2,-6.750,2.400,
R3,emap3_Bn-4iPr_OCH2CH2CF2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF,537.611,4.714,,4.028,82.250,0,5,12,-5.351,1,-5.126,3.000,
R3,emap3_Bn-4iPr_CH2CH2CF2CH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF,521.612,5.130,,4.521,73.020,0,4,11,-5.580,2,-6.361,2.400,
R3,emap3_Bn-4iPr_CH2CF2CH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF,507.585,5.260,,4.651,73.020,0,4,10,-5.641,2,-6.472,2.400,
R3,emap3_Bn-4iPr_CH2CF2CH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F,511.548,5.165,,4.557,73.020,0,4,9,-5.672,2,-4.914,2.400,
R3,emap3_Bn-4iPr_CH2CF2CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,529.538,5.463,,4.854,73.020,0,4,8,-6.037,2,-5.266,2.400,
R3,emap3_Bn-4iPr_OCH2CF2CH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF,537.611,5.061,,4.376,82.250,0,5,12,-5.570,1,-5.510,3.000,
R3,emap3_Bn-4iPr_OCH2CH2CF2CH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF,551.638,5.104,,4.418,82.250,0,5,13,-5.618,2,-5.135,2.400,
R3,emap3_Bn-4iPr_CH2CH2CF2CH2CH2CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F,539.602,5.425,,4.817,73.020,0,4,11,-5.878,2,-6.546,2.400,
R3,emap3_Bn-4iPr_CH2CH2CF2CH2CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F,557.592,5.723,,5.114,73.020,0,4,10,-6.242,2,-5.624,1.800,
R3,emap3_Bn-4CN_Me,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,426.480,2.717,,1.911,96.810,0,5,6,-3.800,1,-5.415,4.800,
R3,emap3_Bn-4CN_Et,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,440.507,3.200,,2.394,96.810,0,5,7,-4.125,1,-5.294,4.800,
R3,emap3_Bn-4CN_nPr,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,454.534,3.590,,2.784,96.810,0,5,8,-4.392,1,-5.102,4.800,
R3,emap3_Bn-4CN_nBu,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC,468.561,3.980,,3.174,96.810,0,5,9,-4.659,1,-6.015,4.800,
R3,emap3_Bn-4CN_CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF,444.470,3.107,,2.301,96.810,0,5,7,-4.091,1,-5.237,4.800,
R3,emap3_Bn-4CN_CH2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF,458.497,3.150,,2.343,96.810,0,5,8,-4.139,1,-5.641,4.800,
R3,emap3_Bn-4CN_CH2CH2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF,472.524,3.540,,2.733,96.810,0,5,9,-4.406,1,-6.104,4.800,
R3,emap3_Bn-4CN_CH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,462.460,3.575,,2.769,96.810,0,5,7,-4.498,1,-6.024,4.800,
R3,emap3_Bn-4CN_CH2CH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,476.487,3.445,,2.639,96.810,0,5,8,-4.437,1,-5.677,4.800,
R3,emap3_Bn-4CN_CH2CH2CH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F,490.514,3.836,,3.029,96.810,0,5,9,-4.704,1,-5.611,4.800,
R3,emap3_Bn-4CN_CH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F,480.450,3.657,,2.850,96.810,0,5,6,-4.726,1,-6.049,4.800,
R3,emap3_Bn-4CN_CH2CH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F,494.477,3.743,,2.936,96.810,0,5,7,-4.802,1,-5.503,4.800,
R3,emap3_Bn-4CN_CH2CH2CH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F,508.504,4.133,,3.326,96.810,0,5,8,-5.068,2,-5.447,3.600,
R3,emap3_Bn-4CN_OCH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF,460.469,3.039,,2.155,106.040,0,6,8,-4.081,1,-5.617,4.800,
R3,emap3_Bn-4CN_OCH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,492.486,3.377,,2.493,106.040,0,6,9,-4.427,1,-5.726,4.800,
R3,emap3_Bn-4CN_OCH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F,510.476,3.674,,2.791,106.040,0,6,8,-4.792,2,-5.784,4.200,
R3,emap3_Bn-4CN_OCH2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF,474.496,3.081,,2.198,106.040,0,6,9,-4.129,1,-6.069,4.800,
R3,emap3_Bn-4CN_OCH2CH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F,524.503,3.717,,2.833,106.040,0,6,9,-4.839,2,-6.306,4.200,
R3,emap3_Bn-4CN_OCH2CH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,506.513,3.420,,2.536,106.040,0,6,10,-4.475,2,-5.617,4.200,
R3,emap3_Bn-4CN_OCH2CH2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF,488.523,3.124,,2.240,106.040,0,6,10,-4.177,1,-5.359,4.800,
R3,emap3_Bn-4CN_OCH2CH2CH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F,538.530,4.107,,3.223,106.040,0,6,10,-5.106,2,-5.842,3.600,
R3,emap3_Bn-4CN_CH2SiMe3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C,498.663,4.058,,3.251,96.810,0,5,8,-4.960,1,-5.399,4.200,
R3,emap3_Bn-4CN_CH2CH2SiMe3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C,512.690,4.519,,3.712,96.810,0,5,9,-5.271,2,-5.991,3.000,
R3,emap3_Bn-4CN_OSiMe3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C,500.635,3.444,,2.560,106.040,0,6,8,-4.586,2,-5.612,4.200,
R3,emap3_Bn-4CN_CH2SiEt3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC,540.744,5.228,,4.421,96.810,0,5,11,-5.760,2,-5.445,2.400,
R3,emap3_Bn-4CN_tBu,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C,468.561,3.935,,3.129,96.810,0,5,6,-4.828,1,-5.668,4.800,
R3,emap3_Bn-4CN_BnCH2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C,516.605,4.537,,3.730,96.810,0,5,8,-5.373,2,-6.139,3.000,
R3,emap3_Bn-4CN_PhCH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF,520.568,4.639,,3.832,96.810,0,5,8,-5.462,2,-6.189,3.000,
R3,emap3_Bn-4CN_OCH2CF2H,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,492.486,3.377,,2.493,106.040,0,6,9,-4.427,1,-5.646,4.800,
R3,emap3_Bn-4CN_OCH2CH2CF2H,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,506.513,3.420,,2.536,106.040,0,6,10,-4.475,2,-5.423,4.200,
R3,emap3_Bn-4CN_CH2CF2H,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,462.460,3.575,,2.769,96.810,0,5,7,-4.498,1,-6.064,4.800,
R3,emap3_Bn-4CN_CH2CH2CF2H,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,476.487,3.445,,2.639,96.810,0,5,8,-4.437,1,-5.660,4.800,
R3,emap3_Bn-4CN_OCH2CH2CH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F,520.540,3.810,,2.926,106.040,0,6,11,-4.741,2,-4.901,4.200,
R3,emap3_Bn-4CN_CH2CH2CF2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,526.494,4.081,,3.274,96.810,0,5,8,-5.147,2,-6.331,3.600,
R3,emap3_Bn-4CN_CH2CF2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,512.467,4.211,,3.404,96.810,0,5,7,-5.208,2,-5.606,3.600,
R3,emap3_Bn-4CN_CH2CH2CH2CF2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F,540.521,4.471,,3.664,96.810,0,5,9,-5.414,2,-5.284,3.600,
R3,emap3_Bn-4CN_CH2CH2CF2CH3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C,472.524,3.538,,2.732,96.810,0,5,8,-4.471,1,-6.202,4.800,
R3,emap3_Bn-4CN_OCH2CF2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F,542.493,4.012,,3.129,106.040,0,6,9,-5.137,2,-5.880,3.600,
R3,emap3_Bn-4CN_OCH2CF2CH3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C,488.523,3.470,,2.586,106.040,0,6,9,-4.461,1,-5.628,4.800,
R3,emap3_Bn-4CN_OCH2CH2CF2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F,556.520,4.055,,3.171,106.040,0,6,10,-5.185,2,-5.425,3.000,
R3,emap3_Bn-4CN_CH2CF2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF,476.487,3.618,,2.811,96.810,0,5,8,-4.546,1,-6.129,4.800,
R3,emap3_Bn-4CN_CH2CH2CF2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF,490.514,3.488,,2.681,96.810,0,5,9,-4.485,1,-5.389,4.800,
R3,emap3_Bn-4CN_OCH2CF2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF,506.513,3.420,,2.536,106.040,0,6,10,-4.475,2,-6.220,4.200,
R3,emap3_Bn-4CN_CH2CH2CF2CH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F,508.504,3.784,,2.977,96.810,0,5,9,-4.782,2,-5.652,4.200,
R3,emap3_Bn-4CN_CH2CH2CF2CH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F,526.494,4.081,,3.274,96.810,0,5,8,-5.147,2,-6.371,3.600,
R3,emap3_Bn-4CN_OCH2CH2CF2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF,520.540,3.462,,2.578,106.040,0,6,11,-4.522,2,-5.505,4.200,
R3,emap3_Bn-4CN_CH2CH2CF2CH2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF,504.541,3.878,,3.071,96.810,0,5,10,-4.751,2,-5.520,4.200,
R3,emap3_Bn-4CN_CH2CF2CH2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF,490.514,4.008,,3.201,96.810,0,5,9,-4.812,1,-6.207,4.200,
R3,emap3_Bn-4CN_CH2CF2CH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F,494.477,3.914,,3.107,96.810,0,5,8,-4.843,1,-6.579,4.800,
R3,emap3_Bn-4CN_CH2CF2CH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F,512.467,4.211,,3.404,96.810,0,5,7,-5.208,2,-5.542,3.600,
R3,emap3_Bn-4CN_OCH2CF2CH2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF,520.540,3.810,,2.926,106.040,0,6,11,-4.741,2,-5.755,4.200,
R3,emap3_Bn-4CN_OCH2CH2CF2CH2CH2F,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF,534.567,3.852,,2.969,106.040,0,6,12,-4.789,2,-4.975,4.200,
R3,emap3_Bn-4CN_CH2CH2CF2CH2CH2CHF2,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F,522.531,4.174,,3.367,96.810,0,5,10,-5.049,2,-6.035,3.600,
R3,emap3_Bn-4CN_CH2CH2CF2CH2CH2CF3,CCN(Cc1ccc(C#N)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F,540.521,4.471,,3.664,96.810,0,5,9,-5.414,2,-5.896,3.600,
R3,emap3_Bn-4SF5_Me,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,527.519,5.503,,4.895,73.020,0,4,7,-6.116,2,-7.271,2.400,
R3,emap3_Bn-4SF5_Et,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,541.546,5.986,,5.378,73.020,0,4,8,-6.441,2,-7.206,2.400,
R3,emap3_Bn-4SF5_nPr,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,555.573,6.376,,5.768,73.020,0,4,9,-6.707,2,-6.635,1.800,
R3,emap3_Bn-4SF5_nBu,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC,569.600,6.766,,6.158,73.020,0,4,10,-6.974,2,-6.876,1.800,
R3,emap3_Bn-4SF5_CH2F,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF,545.509,5.893,,5.285,73.020,0,4,8,-6.407,2,-7.301,2.400,
R3,emap3_Bn-4SF5_CH2CH2F,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF,559.536,5.936,,5.327,73.020,0,4,9,-6.455,2,-7.680,1.800,
R3,emap3_Bn-4SF5_CH2CH2CH2F,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF,573.563,6.326,,5.717,73.020,0,4,10,-6.721,2,-7.319,1.800,
R3,emap3_Bn-4SF5_CH2CHF2,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F,563.499,6.361,,5.753,73.020,0,4,8,-6.813,2,-7.144,1.800,
R3,emap3_Bn-4SF5_CH2CH2CHF2,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F,577.526,6.231,,5.623,73.020,0,4,9,-6.752,2,-8.249,1.800,
R3,emap3_Bn-4SF5_CH2CH2CH2CHF2,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F,591.553,6.621,,6.013,73.020,0,4,10,-7.019,2,-7.190,1.800,
R3,emap3_Bn-4SF5_CH2CF3,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F,581.489,6.442,,5.834,73.020,0,4,7,-7.042,2,-7.941,1.800,
R3,emap3_Bn-4SF5_CH2CH2CF3,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F,595.516,6.528,,5.920,73.020,0,4,8,-7.117,2,-7.054,1.800,
R3,emap3_Bn-4SF5_CH2CH2CH2CF3,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F,609.543,6.919,,6.310,73.020,0,4,9,-7.384,2,-7.411,1.800,
R3,emap3_Bn-4SF5_OCH2F,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF,561.508,5.825,,5.139,82.250,0,5,9,-6.397,2,-7.568,1.800,
R3,emap3_Bn-4SF5_OCH2CHF2,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F,593.525,6.163,,5.477,82.250,0,5,10,-6.742,2,-7.531,1.800,
R3,emap3_Bn-4SF5_OCH2CF3,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F,611.515,6.460,,5.775,82.250,0,5,9,-7.107,2,-8.178,1.800,
R3,emap3_Bn-4SF5_OCH2CH2F,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF,575.535,5.867,,5.182,82.250,0,5,10,-6.445,2,-7.919,1.800,
R3,emap3_Bn-4SF5_OCH2CH2CF3,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F,625.542,6.503,,5.817,82.250,0,5,10,-7.155,2,-6.868,1.800,
R3,emap3_Bn-4SF5_OCH2CH2CHF2,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F,607.552,6.205,,5.520,82.250,0,5,11,-6.790,2,-6.997,1.800,
R3,emap3_Bn-4SF5_OCH2CH2CH2F,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF,589.562,5.910,,5.224,82.250,0,5,11,-6.492,2,-6.739,1.800,
R3,emap3_Bn-4SF5_OCH2CH2CH2CF3,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F,639.569,6.893,,6.207,82.250,0,5,11,-7.422,2,-6.585,1.800,
R3,emap3_Bn-4SF5_CH2SiMe3,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C,599.702,6.844,,6.235,73.020,0,4,9,-7.276,2,-6.450,1.800,
