ligand_id,round,affinity_kcal_per_mol,ligand_pdbqt,out_pdbqt,log
emap3_Bn_OCH2CF3,R3,-5.481,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn_OCH2CF3.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn_OCH2CF3_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn_OCH2CF3.log
emap3_Bn-3F_CH2CH2CF3,R3,-6.195,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-3F_CH2CH2CF3.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-3F_CH2CH2CF3_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-3F_CH2CH2CF3.log
emap3_Bn-3Cl_CH2F,R3,-4.834,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-3Cl_CH2F.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-3Cl_CH2F_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-3Cl_CH2F.log
emap3_Bn-3,5diF_nPr,R3,-5.015,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-3_5diF_nPr.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-3,5diF_nPr_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-3,5diF_nPr.log
emap3_Bn-3,5diF_CH2CH2CF2CH3,R3,-5.358,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-3_5diF_CH2CH2CF2CH3.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-3,5diF_CH2CH2CF2CH3_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-3,5diF_CH2CH2CF2CH3.log
emap3_Bn-3,4diF_OCH2CF2CH3,R3,-5.520,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-3_4diF_OCH2CF2CH3.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-3,4diF_OCH2CF2CH3_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-3,4diF_OCH2CF2CH3.log
emap3_Bn-2,6diF_CH2CH2CHF2,R3,-6.287,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-2_6diF_CH2CH2CHF2.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-2,6diF_CH2CH2CHF2_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-2,6diF_CH2CH2CHF2.log
emap3_Bn-2,6diF_CH2CH2CF2CH3,R3,-6.558,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-2_6diF_CH2CH2CF2CH3.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-2,6diF_CH2CH2CF2CH3_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-2,6diF_CH2CH2CF2CH3.log
emap3_Bn-3,4diCl_Me,R3,-6.076,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-3_4diCl_Me.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-3,4diCl_Me_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-3,4diCl_Me.log
emap3_Bn-3F_4OMe_CH2CHF2,R3,-5.136,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-3F_4OMe_CH2CHF2.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-3F_4OMe_CH2CHF2_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-3F_4OMe_CH2CHF2.log
emap3_Bn-3CF3_4F_Me,R3,-5.621,/Users/dhruv/Documents/Research/TBI-tracer/docking/emap_enum_round3/pdbqt_clean/emap3_Bn-3CF3_4F_Me.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/out_pdbqt/emap3_Bn-3CF3_4F_Me_out.pdbqt,/Users/dhruv/Documents/Research/TBI-tracer/docking/fine_all_rounds/logs/emap3_Bn-3CF3_4F_Me.log
