ligand_id,logD7.4_est,TPSA,E_dock
emap3_Bn-3CF3_nPr,4.129,73.02,-5.531
emap3_Bn-3CF3_nBu,4.519,73.02,-6.676
emap3_Bn-3CF3_CH2F,3.646,73.02,-5.377
emap3_Bn-3CF3_CH2CH2F,3.689,73.02,-5.487
emap3_Bn-3CF3_CH2CH2CH2F,4.079,73.02,-6.603
emap3_Bn-3CF3_CH2CHF2,4.114,73.02,-5.007
emap3_Bn-3CF3_CH2CH2CHF2,3.984,73.02,-6.756
emap3_Bn-3CF3_CH2CH2CH2CHF2,4.374,73.02,-6.897
emap3_Bn-3CF3_CH2CF3,4.195,73.02,-7.017
emap3_Bn-3CF3_CH2CH2CF3,4.281,73.02,-6.99
emap3_Bn-3CF3_CH2CH2CH2CF3,4.671,73.02,-6.085
emap3_Bn-3CF3_OCH2F,3.501,82.25,-4.91
emap3_Bn-3CF3_OCH2CHF2,3.839,82.25,-5.492
emap3_Bn-3CF3_OCH2CF3,4.136,82.25,-6.927
emap3_Bn-3CF3_OCH2CH2F,3.543,82.25,-6.864
emap3_Bn-3CF3_OCH2CH2CF3,4.178,82.25,-5.771
emap3_Bn-3CF3_OCH2CH2CHF2,3.881,82.25,-4.919
emap3_Bn-3CF3_OCH2CH2CH2F,3.586,82.25,-5.474
emap3_Bn-3CF3_OCH2CH2CH2CF3,4.569,82.25,-6.697
emap3_Bn-3CF3_CH2SiMe3,4.596,73.02,-6.452
emap3_Bn-3CF3_CH2CH2SiMe3,5.057,73.02,-6.285
emap3_Bn-3CF3_OSiMe3,3.906,82.25,-5.426
emap3_Bn-3CF3_CH2SiEt3,5.767,73.02,-5.304
emap3_Bn-3CF3_tBu,4.474,73.02,-5.405
emap3_Bn-3CF3_BnCH2,5.076,73.02,-6.824
emap3_Bn-3CF3_PhCH2F,5.178,73.02,-5.763
emap3_Bn-3CF3_OCH2CF2H,3.839,82.25,-6.721
emap3_Bn-3CF3_OCH2CH2CF2H,3.881,82.25,-4.935
emap3_Bn-3CF3_CH2CF2H,4.114,73.02,-5.054
emap3_Bn-3CF3_CH2CH2CF2H,3.984,73.02,-5.622
emap3_Bn-3CF3_OCH2CH2CH2CHF2,4.271,82.25,-6.677
emap3_Bn-3CF3_CH2CH2CF2CF3,4.619,73.02,-6.756
emap3_Bn-3CF3_CH2CF2CF3,4.749,73.02,-5.451
emap3_Bn-3CF3_CH2CH2CH2CF2CF3,5.01,73.02,-6.417
emap3_Bn-3CF3_CH2CH2CF2CH3,4.077,73.02,-6.725
emap3_Bn-3CF3_OCH2CF2CF3,4.474,82.25,-6.438
emap3_Bn-3CF3_OCH2CF2CH3,3.932,82.25,-5.519
emap3_Bn-3CF3_OCH2CH2CF2CF3,4.517,82.25,-5.489
emap3_Bn-3CF3_CH2CF2CH2F,4.157,73.02,-6.618
emap3_Bn-3CF3_CH2CH2CF2CH2F,4.027,73.02,-6.618
emap3_Bn-3CF3_OCH2CF2CH2F,3.881,82.25,-5.684
emap3_Bn-3CF3_CH2CH2CF2CH2CHF2,4.322,73.02,-6.652
emap3_Bn-3CF3_CH2CH2CF2CH2CF3,4.619,73.02,-5.19
emap3_Bn-3CF3_OCH2CH2CF2CH2F,3.924,82.25,-5.479
emap3_Bn-3CF3_CH2CH2CF2CH2CH2F,4.417,73.02,-6.465
emap3_Bn-3CF3_CH2CF2CH2CH2F,4.547,73.02,-6.578
emap3_Bn-3CF3_CH2CF2CH2CHF2,4.452,73.02,-5.58
emap3_Bn-3CF3_CH2CF2CH2CF3,4.749,73.02,-5.44
emap3_Bn-3CF3_OCH2CF2CH2CH2F,4.271,82.25,-6.687
emap3_Bn-3CF3_OCH2CH2CF2CH2CH2F,4.314,82.25,-6.697
emap3_Bn-3CF3_CH2CH2CF2CH2CH2CHF2,4.712,73.02,-5.679
emap3_Bn-3CF3_CH2CH2CF2CH2CH2CF3,5.01,73.02,-5.996
emap3_Bn-4CF2H_Me,3.175,73.02,-5.626
emap3_Bn-4CF2H_Et,3.658,73.02,-5.625
emap3_Bn-4CF2H_nPr,4.048,73.02,-5.78
emap3_Bn-4CF2H_nBu,4.438,73.02,-4.946
emap3_Bn-4CF2H_CH2F,3.565,73.02,-5.382
emap3_Bn-4CF2H_CH2CH2F,3.607,73.02,-5.734
emap3_Bn-4CF2H_CH2CH2CH2F,3.997,73.02,-5.913
emap3_Bn-4CF2H_CH2CHF2,4.033,73.02,-5.803
emap3_Bn-4CF2H_CH2CH2CHF2,3.903,73.02,-6.004
emap3_Bn-4CF2H_CH2CH2CH2CHF2,4.293,73.02,-6.627
emap3_Bn-4CF2H_CH2CF3,4.114,73.02,-6.474
emap3_Bn-4CF2H_CH2CH2CF3,4.2,73.02,-6.149
emap3_Bn-4CF2H_CH2CH2CH2CF3,4.59,73.02,-6.485
emap3_Bn-4CF2H_OCH2F,3.419,82.25,-5.51
emap3_Bn-4CF2H_OCH2CHF2,3.758,82.25,-5.534
emap3_Bn-4CF2H_OCH2CF3,4.055,82.25,-4.871
emap3_Bn-4CF2H_OCH2CH2F,3.462,82.25,-5.735
emap3_Bn-4CF2H_OCH2CH2CF3,4.097,82.25,-5.245
emap3_Bn-4CF2H_OCH2CH2CHF2,3.8,82.25,-4.855
emap3_Bn-4CF2H_OCH2CH2CH2F,3.504,82.25,-5.116
emap3_Bn-4CF2H_OCH2CH2CH2CF3,4.487,82.25,-5.73
emap3_Bn-4CF2H_CH2SiMe3,4.515,73.02,-6.2
emap3_Bn-4CF2H_CH2CH2SiMe3,4.976,73.02,-4.801
emap3_Bn-4CF2H_OSiMe3,3.824,82.25,-4.655
emap3_Bn-4CF2H_CH2SiEt3,5.686,73.02,-5.184
emap3_Bn-4CF2H_tBu,4.393,73.02,-6.178
emap3_Bn-4CF2H_BnCH2,4.995,73.02,-6.538
emap3_Bn-4CF2H_PhCH2F,5.097,73.02,-6.696
emap3_Bn-4CF2H_OCH2CF2H,3.758,82.25,-4.822
emap3_Bn-4CF2H_OCH2CH2CF2H,3.8,82.25,-6.39
emap3_Bn-4CF2H_CH2CF2H,4.033,73.02,-5.779
emap3_Bn-4CF2H_CH2CH2CF2H,3.903,73.02,-4.914
emap3_Bn-4CF2H_OCH2CH2CH2CHF2,4.19,82.25,-5.213
emap3_Bn-4CF2H_CH2CH2CF2CF3,4.538,73.02,-6.102
emap3_Bn-4CF2H_CH2CF2CF3,4.668,73.02,-5.862
emap3_Bn-4CF2H_CH2CH2CH2CF2CF3,4.928,73.02,-5.499
emap3_Bn-4CF2H_CH2CH2CF2CH3,3.996,73.02,-6.659
emap3_Bn-4CF2H_OCH2CF2CF3,4.393,82.25,-5.44
emap3_Bn-4CF2H_OCH2CF2CH3,3.85,82.25,-4.953
emap3_Bn-4CF2H_OCH2CH2CF2CF3,4.435,82.25,-5.766
emap3_Bn-4CF2H_CH2CF2CH2F,4.075,73.02,-6.398
emap3_Bn-4CF2H_CH2CH2CF2CH2F,3.945,73.02,-6.396
emap3_Bn-4CF2H_OCH2CF2CH2F,3.8,82.25,-5.129
emap3_Bn-4CF2H_CH2CH2CF2CH2CHF2,4.241,73.02,-4.981
emap3_Bn-4CF2H_CH2CH2CF2CH2CF3,4.538,73.02,-6.259
emap3_Bn-4CF2H_OCH2CH2CF2CH2F,3.843,82.25,-5.124
emap3_Bn-4CF2H_CH2CH2CF2CH2CH2F,4.336,73.02,-5.07
emap3_Bn-4CF2H_CH2CF2CH2CH2F,4.466,73.02,-6.383
emap3_Bn-4CF2H_CH2CF2CH2CHF2,4.371,73.02,-6.27
emap3_Bn-4CF2H_CH2CF2CH2CF3,4.668,73.02,-5.667
emap3_Bn-4CF2H_OCH2CF2CH2CH2F,4.19,82.25,-5.009
emap3_Bn-4CF2H_OCH2CH2CF2CH2CH2F,4.233,82.25,-5.853
emap3_Bn-4CF2H_CH2CH2CF2CH2CH2CHF2,4.631,73.02,-5.995
emap3_Bn-4CF2H_CH2CH2CF2CH2CH2CF3,4.928,73.02,-5.279
"emap3_Bn-3,5diF_Me",2.515,73.02,-6.362
"emap3_Bn-3,5diF_Et",2.998,73.02,-5.203
"emap3_Bn-3,5diF_nPr",3.388,73.02,-6.529
"emap3_Bn-3,5diF_nBu",3.779,73.02,-6.415
"emap3_Bn-3,5diF_CH2F",2.905,73.02,-6.213
"emap3_Bn-3,5diF_CH2CH2F",2.948,73.02,-6.27
"emap3_Bn-3,5diF_CH2CH2CH2F",3.338,73.02,-6.134
"emap3_Bn-3,5diF_CH2CHF2",3.374,73.02,-5.058
"emap3_Bn-3,5diF_CH2CH2CHF2",3.244,73.02,-6.397
"emap3_Bn-3,5diF_CH2CH2CH2CHF2",3.634,73.02,-6.409
"emap3_Bn-3,5diF_CH2CF3",3.455,73.02,-5.83
"emap3_Bn-3,5diF_CH2CH2CF3",3.541,73.02,-6.887
"emap3_Bn-3,5diF_CH2CH2CH2CF3",3.931,73.02,-6.441
"emap3_Bn-3,5diF_OCH2F",2.76,82.25,-6.278
"emap3_Bn-3,5diF_OCH2CHF2",3.098,82.25,-6.495
"emap3_Bn-3,5diF_OCH2CF3",3.395,82.25,-6.469
"emap3_Bn-3,5diF_OCH2CH2F",2.803,82.25,-6.316
"emap3_Bn-3,5diF_OCH2CH2CF3",3.438,82.25,-6.23
"emap3_Bn-3,5diF_OCH2CH2CHF2",3.141,82.25,-6.059
"emap3_Bn-3,5diF_OCH2CH2CH2F",2.845,82.25,-6.019
"emap3_Bn-3,5diF_OCH2CH2CH2CF3",3.828,82.25,-5.549
"emap3_Bn-3,5diF_CH2SiMe3",3.856,73.02,-5.997
"emap3_Bn-3,5diF_CH2CH2SiMe3",4.317,73.02,-6.494
"emap3_Bn-3,5diF_OSiMe3",3.165,82.25,-6.435
"emap3_Bn-3,5diF_CH2SiEt3",5.026,73.02,-6.116
"emap3_Bn-3,5diF_tBu",3.733,73.02,-6.546
"emap3_Bn-3,5diF_BnCH2",4.335,73.02,-6.069
"emap3_Bn-3,5diF_PhCH2F",4.437,73.02,-6.015
"emap3_Bn-3,5diF_OCH2CF2H",3.098,82.25,-6.537
"emap3_Bn-3,5diF_OCH2CH2CF2H",3.141,82.25,-6.129
"emap3_Bn-3,5diF_CH2CF2H",3.374,73.02,-6.302
"emap3_Bn-3,5diF_CH2CH2CF2H",3.244,73.02,-6.441
"emap3_Bn-3,5diF_OCH2CH2CH2CHF2",3.531,82.25,-5.456
"emap3_Bn-3,5diF_CH2CH2CF2CF3",3.879,73.02,-5.359
"emap3_Bn-3,5diF_CH2CF2CF3",4.009,73.02,-7.068
"emap3_Bn-3,5diF_CH2CH2CH2CF2CF3",4.269,73.02,-6.751
"emap3_Bn-3,5diF_CH2CH2CF2CH3",3.336,73.02,-6.518
"emap3_Bn-3,5diF_OCH2CF2CF3",3.733,82.25,-6.572
"emap3_Bn-3,5diF_OCH2CF2CH3",3.191,82.25,-6.489
"emap3_Bn-3,5diF_OCH2CH2CF2CF3",3.776,82.25,-6.24
"emap3_Bn-3,5diF_CH2CF2CH2F",3.416,73.02,-6.28
"emap3_Bn-3,5diF_CH2CH2CF2CH2F",3.286,73.02,-6.211
"emap3_Bn-3,5diF_OCH2CF2CH2F",3.141,82.25,-6.112
"emap3_Bn-3,5diF_CH2CH2CF2CH2CHF2",3.582,73.02,-6.493
"emap3_Bn-3,5diF_CH2CH2CF2CH2CF3",3.879,73.02,-5.354
"emap3_Bn-3,5diF_OCH2CH2CF2CH2F",3.183,82.25,-5.801
"emap3_Bn-3,5diF_CH2CH2CF2CH2CH2F",3.676,73.02,-6.233
"emap3_Bn-3,5diF_CH2CF2CH2CH2F",3.806,73.02,-6.328
"emap3_Bn-3,5diF_CH2CF2CH2CHF2",3.712,73.02,-6.427
"emap3_Bn-3,5diF_CH2CF2CH2CF3",4.009,73.02,-7.072
"emap3_Bn-3,5diF_OCH2CF2CH2CH2F",3.531,82.25,-6.073
"emap3_Bn-3,5diF_OCH2CH2CF2CH2CH2F",3.573,82.25,-6.212
"emap3_Bn-3,5diF_CH2CH2CF2CH2CH2CHF2",3.972,73.02,-5.56
"emap3_Bn-3,5diF_CH2CH2CF2CH2CH2CF3",4.269,73.02,-6.335
"emap3_Bn-3,4diF_Me",2.515,73.02,-6.487
"emap3_Bn-3,4diF_Et",2.998,73.02,-5.167
"emap3_Bn-3,4diF_nPr",3.388,73.02,-4.82
"emap3_Bn-3,4diF_nBu",3.779,73.02,-6.282
"emap3_Bn-3,4diF_CH2F",2.905,73.02,-5.821
"emap3_Bn-3,4diF_CH2CH2F",2.948,73.02,-5.017
"emap3_Bn-3,4diF_CH2CH2CH2F",3.338,73.02,-6.222
"emap3_Bn-3,4diF_CH2CHF2",3.374,73.02,-6.191
"emap3_Bn-3,4diF_CH2CH2CHF2",3.244,73.02,-6.286
"emap3_Bn-3,4diF_CH2CH2CH2CHF2",3.634,73.02,-6.339
"emap3_Bn-3,4diF_CH2CF3",3.455,73.02,-6.144
"emap3_Bn-3,4diF_CH2CH2CF3",3.541,73.02,-6.472
"emap3_Bn-3,4diF_CH2CH2CH2CF3",3.931,73.02,-6.5
"emap3_Bn-3,4diF_OCH2F",2.76,82.25,-6.096
"emap3_Bn-3,4diF_OCH2CHF2",3.098,82.25,-6.405
"emap3_Bn-3,4diF_OCH2CF3",3.395,82.25,-6.49
"emap3_Bn-3,4diF_OCH2CH2F",2.803,82.25,-6.308
"emap3_Bn-3,4diF_OCH2CH2CF3",3.438,82.25,-6.334
"emap3_Bn-3,4diF_OCH2CH2CHF2",3.141,82.25,-6.159
"emap3_Bn-3,4diF_OCH2CH2CH2F",2.845,82.25,-6.254
"emap3_Bn-3,4diF_OCH2CH2CH2CF3",3.828,82.25,-6.512
"emap3_Bn-3,4diF_CH2SiMe3",3.856,73.02,-6.238
"emap3_Bn-3,4diF_CH2CH2SiMe3",4.317,73.02,-6.258
"emap3_Bn-3,4diF_OSiMe3",3.165,82.25,-6.433
"emap3_Bn-3,4diF_CH2SiEt3",5.026,73.02,-5.909
"emap3_Bn-3,4diF_tBu",3.733,73.02,-6.189
"emap3_Bn-3,4diF_BnCH2",4.335,73.02,-6.513
"emap3_Bn-3,4diF_PhCH2F",4.437,73.02,-6.694
"emap3_Bn-3,4diF_OCH2CF2H",3.098,82.25,-6.369
"emap3_Bn-3,4diF_OCH2CH2CF2H",3.141,82.25,-6.231
"emap3_Bn-3,4diF_CH2CF2H",3.374,73.02,-5.237
"emap3_Bn-3,4diF_CH2CH2CF2H",3.244,73.02,-6.269
"emap3_Bn-3,4diF_OCH2CH2CH2CHF2",3.531,82.25,-6.239
"emap3_Bn-3,4diF_CH2CH2CF2CF3",3.879,73.02,-6.603
"emap3_Bn-3,4diF_CH2CF2CF3",4.009,73.02,-6.511
"emap3_Bn-3,4diF_CH2CH2CH2CF2CF3",4.269,73.02,-6.103
"emap3_Bn-3,4diF_CH2CH2CF2CH3",3.336,73.02,-6.312
"emap3_Bn-3,4diF_OCH2CF2CF3",3.733,82.25,-5.644
"emap3_Bn-3,4diF_OCH2CF2CH3",3.191,82.25,-6.542
"emap3_Bn-3,4diF_OCH2CH2CF2CF3",3.776,82.25,-5.591
"emap3_Bn-3,4diF_CH2CF2CH2F",3.416,73.02,-6.146
"emap3_Bn-3,4diF_CH2CH2CF2CH2F",3.286,73.02,-6.463
"emap3_Bn-3,4diF_OCH2CF2CH2F",3.141,82.25,-6.101
"emap3_Bn-3,4diF_CH2CH2CF2CH2CHF2",3.582,73.02,-6.52
"emap3_Bn-3,4diF_CH2CH2CF2CH2CF3",3.879,73.02,-6.608
"emap3_Bn-3,4diF_OCH2CH2CF2CH2F",3.183,82.25,-5.485
"emap3_Bn-3,4diF_CH2CH2CF2CH2CH2F",3.676,73.02,-6.261
"emap3_Bn-3,4diF_CH2CF2CH2CH2F",3.806,73.02,-6.357
"emap3_Bn-3,4diF_CH2CF2CH2CHF2",3.712,73.02,-6.283
"emap3_Bn-3,4diF_CH2CF2CH2CF3",4.009,73.02,-6.515
"emap3_Bn-3,4diF_OCH2CF2CH2CH2F",3.531,82.25,-5.506
"emap3_Bn-3,4diF_OCH2CH2CF2CH2CH2F",3.573,82.25,-5.6
"emap3_Bn-3,4diF_CH2CH2CF2CH2CH2CHF2",3.972,73.02,-5.824
"emap3_Bn-3,4diF_CH2CH2CF2CH2CH2CF3",4.269,73.02,-6.558
"emap3_Bn-2,6diF_Me",2.515,73.02,-4.988
"emap3_Bn-2,6diF_Et",2.998,73.02,-6.225
"emap3_Bn-2,6diF_nPr",3.388,73.02,-6.376
"emap3_Bn-2,6diF_nBu",3.779,73.02,-6.171
"emap3_Bn-2,6diF_CH2F",2.905,73.02,-5.994
"emap3_Bn-2,6diF_CH2CH2F",2.948,73.02,-6.222
"emap3_Bn-2,6diF_CH2CH2CH2F",3.338,73.02,-6.158
"emap3_Bn-2,6diF_CH2CHF2",3.374,73.02,-6.22
"emap3_Bn-2,6diF_CH2CH2CHF2",3.244,73.02,-6.61
"emap3_Bn-2,6diF_CH2CH2CH2CHF2",3.634,73.02,-6.362
"emap3_Bn-2,6diF_CH2CF3",3.455,73.02,-6.299
"emap3_Bn-2,6diF_CH2CH2CF3",3.541,73.02,-6.17
"emap3_Bn-2,6diF_CH2CH2CH2CF3",3.931,73.02,-6.862
"emap3_Bn-2,6diF_OCH2F",2.76,82.25,-6.188
"emap3_Bn-2,6diF_OCH2CHF2",3.098,82.25,-4.983
"emap3_Bn-2,6diF_OCH2CF3",3.395,82.25,-6.569
"emap3_Bn-2,6diF_OCH2CH2F",2.803,82.25,-6.13
"emap3_Bn-2,6diF_OCH2CH2CF3",3.438,82.25,-6.265
"emap3_Bn-2,6diF_OCH2CH2CHF2",3.141,82.25,-6.048
"emap3_Bn-2,6diF_OCH2CH2CH2F",2.845,82.25,-6.197
"emap3_Bn-2,6diF_OCH2CH2CH2CF3",3.828,82.25,-6.335
"emap3_Bn-2,6diF_CH2SiMe3",3.856,73.02,-6.126
"emap3_Bn-2,6diF_CH2CH2SiMe3",4.317,73.02,-5.99
"emap3_Bn-2,6diF_OSiMe3",3.165,82.25,-6.414
"emap3_Bn-2,6diF_CH2SiEt3",5.026,73.02,-5.963
"emap3_Bn-2,6diF_tBu",3.733,73.02,-6.323
"emap3_Bn-2,6diF_BnCH2",4.335,73.02,-6.832
"emap3_Bn-2,6diF_PhCH2F",4.437,73.02,-6.489
"emap3_Bn-2,6diF_OCH2CF2H",3.098,82.25,-6.555
"emap3_Bn-2,6diF_OCH2CH2CF2H",3.141,82.25,-6.095
"emap3_Bn-2,6diF_CH2CF2H",3.374,73.02,-6.217
"emap3_Bn-2,6diF_CH2CH2CF2H",3.244,73.02,-6.669
"emap3_Bn-2,6diF_OCH2CH2CH2CHF2",3.531,82.25,-5.396
"emap3_Bn-2,6diF_CH2CH2CF2CF3",3.879,73.02,-6.658
"emap3_Bn-2,6diF_CH2CF2CF3",4.009,73.02,-6.45
"emap3_Bn-2,6diF_CH2CH2CH2CF2CF3",4.269,73.02,-6.445
"emap3_Bn-2,6diF_CH2CH2CF2CH3",3.336,73.02,-6.704
"emap3_Bn-2,6diF_OCH2CF2CF3",3.733,82.25,-6.48
"emap3_Bn-2,6diF_OCH2CF2CH3",3.191,82.25,-6.211
"emap3_Bn-2,6diF_OCH2CH2CF2CF3",3.776,82.25,-5.411
"emap3_Bn-2,6diF_CH2CF2CH2F",3.416,73.02,-6.085
"emap3_Bn-2,6diF_CH2CH2CF2CH2F",3.286,73.02,-6.408
"emap3_Bn-2,6diF_OCH2CF2CH2F",3.141,82.25,-6.513
"emap3_Bn-2,6diF_CH2CH2CF2CH2CHF2",3.582,73.02,-6.318
"emap3_Bn-2,6diF_CH2CH2CF2CH2CF3",3.879,73.02,-6.633
"emap3_Bn-2,6diF_OCH2CH2CF2CH2F",3.183,82.25,-4.888
"emap3_Bn-2,6diF_CH2CH2CF2CH2CH2F",3.676,73.02,-6.318
"emap3_Bn-2,6diF_CH2CF2CH2CH2F",3.806,73.02,-6.499
"emap3_Bn-2,6diF_CH2CF2CH2CHF2",3.712,73.02,-6.915
"emap3_Bn-2,6diF_CH2CF2CH2CF3",4.009,73.02,-6.924
"emap3_Bn-2,6diF_OCH2CF2CH2CH2F",3.531,82.25,-5.258
"emap3_Bn-2,6diF_OCH2CH2CF2CH2CH2F",3.573,82.25,-5.432
"emap3_Bn-2,6diF_CH2CH2CF2CH2CH2CHF2",3.972,73.02,-6.482
"emap3_Bn-2,6diF_CH2CH2CF2CH2CH2CF3",4.269,73.02,-6.694
"emap3_Bn-3,4diCl_Me",3.544,73.02,-6.572
"emap3_Bn-3,4diCl_Et",4.027,73.02,-4.938
"emap3_Bn-3,4diCl_nPr",4.417,73.02,-5.201
"emap3_Bn-3,4diCl_nBu",4.807,73.02,-5.271
"emap3_Bn-3,4diCl_CH2F",3.934,73.02,-5.306
"emap3_Bn-3,4diCl_CH2CH2F",3.977,73.02,-6.671
"emap3_Bn-3,4diCl_CH2CH2CH2F",4.367,73.02,-6.062
"emap3_Bn-3,4diCl_CH2CHF2",4.402,73.02,-5.549
"emap3_Bn-3,4diCl_CH2CH2CHF2",4.272,73.02,-6.34
"emap3_Bn-3,4diCl_CH2CH2CH2CHF2",4.662,73.02,-6.585
"emap3_Bn-3,4diCl_CH2CF3",4.483,73.02,-6.105
"emap3_Bn-3,4diCl_CH2CH2CF3",4.569,73.02,-6.583
"emap3_Bn-3,4diCl_CH2CH2CH2CF3",4.959,73.02,-6.54
"emap3_Bn-3,4diCl_OCH2F",3.789,82.25,-6.604
"emap3_Bn-3,4diCl_OCH2CHF2",4.127,82.25,-6.381
"emap3_Bn-3,4diCl_OCH2CF3",4.424,82.25,-6.536
"emap3_Bn-3,4diCl_OCH2CH2F",3.831,82.25,-6.043
"emap3_Bn-3,4diCl_OCH2CH2CF3",4.466,82.25,-6.47
"emap3_Bn-3,4diCl_OCH2CH2CHF2",4.169,82.25,-6.446
"emap3_Bn-3,4diCl_OCH2CH2CH2F",3.874,82.25,-6.132
"emap3_Bn-3,4diCl_OCH2CH2CH2CF3",4.857,82.25,-6.098
"emap3_Bn-3,4diCl_CH2SiMe3",4.884,73.02,-6.411
"emap3_Bn-3,4diCl_CH2CH2SiMe3",5.345,73.02,-6.247
"emap3_Bn-3,4diCl_OSiMe3",4.194,82.25,-6.562
"emap3_Bn-3,4diCl_CH2SiEt3",6.055,73.02,-6.161
"emap3_Bn-3,4diCl_tBu",4.762,73.02,-6.316
"emap3_Bn-3,4diCl_BnCH2",5.364,73.02,-6.939
"emap3_Bn-3,4diCl_PhCH2F",5.466,73.02,-6.928
"emap3_Bn-3,4diCl_OCH2CF2H",4.127,82.25,-6.477
"emap3_Bn-3,4diCl_OCH2CH2CF2H",4.169,82.25,-6.434
"emap3_Bn-3,4diCl_CH2CF2H",4.402,73.02,-5.547
"emap3_Bn-3,4diCl_CH2CH2CF2H",4.272,73.02,-6.385
"emap3_Bn-3,4diCl_OCH2CH2CH2CHF2",4.559,82.25,-6.451
"emap3_Bn-3,4diCl_CH2CH2CF2CF3",4.907,73.02,-6.631
"emap3_Bn-3,4diCl_CH2CF2CF3",5.037,73.02,-6.241
"emap3_Bn-3,4diCl_CH2CH2CH2CF2CF3",5.298,73.02,-6.68
"emap3_Bn-3,4diCl_CH2CH2CF2CH3",4.365,73.02,-6.49
"emap3_Bn-3,4diCl_OCH2CF2CF3",4.762,82.25,-6.427
"emap3_Bn-3,4diCl_OCH2CF2CH3",4.22,82.25,-6.388
"emap3_Bn-3,4diCl_OCH2CH2CF2CF3",4.805,82.25,-6.32
"emap3_Bn-3,4diCl_CH2CF2CH2F",4.445,73.02,-6.376
"emap3_Bn-3,4diCl_CH2CH2CF2CH2F",4.315,73.02,-6.399
"emap3_Bn-3,4diCl_OCH2CF2CH2F",4.169,82.25,-6.263
"emap3_Bn-3,4diCl_CH2CH2CF2CH2CHF2",4.61,73.02,-6.558
"emap3_Bn-3,4diCl_CH2CH2CF2CH2CF3",4.907,73.02,-6.684
"emap3_Bn-3,4diCl_OCH2CH2CF2CH2F",4.212,82.25,-6.404
"emap3_Bn-3,4diCl_CH2CH2CF2CH2CH2F",4.705,73.02,-6.238
"emap3_Bn-3,4diCl_CH2CF2CH2CH2F",4.835,73.02,-6.354
"emap3_Bn-3,4diCl_CH2CF2CH2CHF2",4.74,73.02,-6.709
"emap3_Bn-3,4diCl_CH2CF2CH2CF3",5.037,73.02,-6.514
"emap3_Bn-3,4diCl_OCH2CF2CH2CH2F",4.559,82.25,-5.124
"emap3_Bn-3,4diCl_OCH2CH2CF2CH2CH2F",4.602,82.25,-6.153
"emap3_Bn-3,4diCl_CH2CH2CF2CH2CH2CHF2",5,73.02,-5.535
"emap3_Bn-3,4diCl_CH2CH2CF2CH2CH2CF3",5.298,73.02,-6.634
"emap3_Bn-3,5diCl_Me",3.544,73.02,-5.461
"emap3_Bn-3,5diCl_Et",4.027,73.02,-4.89
"emap3_Bn-3,5diCl_nPr",4.417,73.02,-6.327
"emap3_Bn-3,5diCl_nBu",4.807,73.02,-6.329
"emap3_Bn-3,5diCl_CH2F",3.934,73.02,-4.953
"emap3_Bn-3,5diCl_CH2CH2F",3.977,73.02,-6.233
"emap3_Bn-3,5diCl_CH2CH2CH2F",4.367,73.02,-6.306
"emap3_Bn-3,5diCl_CH2CHF2",4.402,73.02,-4.67
"emap3_Bn-3,5diCl_CH2CH2CHF2",4.272,73.02,-6.283
"emap3_Bn-3,5diCl_CH2CH2CH2CHF2",4.662,73.02,-6.15
"emap3_Bn-3,5diCl_CH2CF3",4.483,73.02,-6.379
"emap3_Bn-3,5diCl_CH2CH2CF3",4.569,73.02,-6.17
"emap3_Bn-3,5diCl_CH2CH2CH2CF3",4.959,73.02,-6.512
"emap3_Bn-3,5diCl_OCH2F",3.789,82.25,-6.214
"emap3_Bn-3,5diCl_OCH2CHF2",4.127,82.25,-5.739
"emap3_Bn-3,5diCl_OCH2CF3",4.424,82.25,-6.561
"emap3_Bn-3,5diCl_OCH2CH2F",3.831,82.25,-6.056
"emap3_Bn-3,5diCl_OCH2CH2CF3",4.466,82.25,-6.225
"emap3_Bn-3,5diCl_OCH2CH2CHF2",4.169,82.25,-6.284
"emap3_Bn-3,5diCl_OCH2CH2CH2F",3.874,82.25,-5.716
"emap3_Bn-3,5diCl_OCH2CH2CH2CF3",4.857,82.25,-5.384
"emap3_Bn-3,5diCl_CH2SiMe3",4.884,73.02,-5.39
"emap3_Bn-3,5diCl_CH2CH2SiMe3",5.345,73.02,-6.03
"emap3_Bn-3,5diCl_OSiMe3",4.194,82.25,-5.583
"emap3_Bn-3,5diCl_CH2SiEt3",6.055,73.02,-5.373
"emap3_Bn-3,5diCl_tBu",4.762,73.02,-6.327
"emap3_Bn-3,5diCl_BnCH2",5.364,73.02,-6.452
"emap3_Bn-3,5diCl_PhCH2F",5.466,73.02,-6.797
"emap3_Bn-3,5diCl_OCH2CF2H",4.127,82.25,-6.259
"emap3_Bn-3,5diCl_OCH2CH2CF2H",4.169,82.25,-6.295
"emap3_Bn-3,5diCl_CH2CF2H",4.402,73.02,-6.234
"emap3_Bn-3,5diCl_CH2CH2CF2H",4.272,73.02,-6.367
"emap3_Bn-3,5diCl_OCH2CH2CH2CHF2",4.559,82.25,-5.836
"emap3_Bn-3,5diCl_CH2CH2CF2CF3",4.907,73.02,-6.351
"emap3_Bn-3,5diCl_CH2CF2CF3",5.037,73.02,-7.118
"emap3_Bn-3,5diCl_CH2CH2CH2CF2CF3",5.298,73.02,-5.81
"emap3_Bn-3,5diCl_CH2CH2CF2CH3",4.365,73.02,-6.412
"emap3_Bn-3,5diCl_OCH2CF2CF3",4.762,82.25,-5.924
"emap3_Bn-3,5diCl_OCH2CF2CH3",4.22,82.25,-5.815
